source_id,target_id,source,licence,version
ncbigene:43901,uniprot:Q9NBD7,uniprot,CC BY 4.0,2024_03
ncbigene:38993,uniprot:P19107,uniprot,CC BY 4.0,2024_03
ncbigene:42004,uniprot:Q8SZ16,uniprot,CC BY 4.0,2024_03
ncbigene:34187,uniprot:Q9VLJ8,uniprot,CC BY 4.0,2024_03
ncbigene:3772456,uniprot:Q9VDQ0,uniprot,CC BY 4.0,2024_03
ncbigene:39748,uniprot:M9PFN0,uniprot,CC BY 4.0,2024_03
ncbigene:38797,uniprot:Q9VS36,uniprot,CC BY 4.0,2024_03
ncbigene:39870,uniprot:Q70PY2,uniprot,CC BY 4.0,2024_03
ncbigene:38065,uniprot:Q24119,uniprot,CC BY 4.0,2024_03
ncbigene:37183,uniprot:P24492,uniprot,CC BY 4.0,2024_03
ncbigene:40146,uniprot:Q9VW27,uniprot,CC BY 4.0,2024_03
ncbigene:39979,uniprot:Q9VVK8,uniprot,CC BY 4.0,2024_03
ncbigene:36484,uniprot:Q95NH6,uniprot,CC BY 4.0,2024_03
ncbigene:40551,uniprot:Q9VN12,uniprot,CC BY 4.0,2024_03
ncbigene:3355109,uniprot:P35875,uniprot,CC BY 4.0,2024_03
ncbigene:33725,uniprot:Q9VMV6,uniprot,CC BY 4.0,2024_03
ncbigene:35190,uniprot:P05031,uniprot,CC BY 4.0,2024_03
ncbigene:36981,uniprot:Q0E940,uniprot,CC BY 4.0,2024_03
ncbigene:37249,uniprot:Q7JW12,uniprot,CC BY 4.0,2024_03
ncbigene:39694,uniprot:Q9VUR7,uniprot,CC BY 4.0,2024_03
ncbigene:32878,uniprot:Q9VWP4,uniprot,CC BY 4.0,2024_03
ncbigene:30982,uniprot:P10084,uniprot,CC BY 4.0,2024_03
ncbigene:38420,uniprot:Q9VZQ1,uniprot,CC BY 4.0,2024_03
ncbigene:37356,uniprot:Q9W2R3,uniprot,CC BY 4.0,2024_03
